# cu        rbx       run       rm        sipm_ch   uhtr_ch   shunt     max_adc   max_fc    result    
6         0         4         1         21        33        31        209       69061.60  1         
6         0         4         1         22        34        31        213       81759.20  1         
6         0         4         1         23        35        31        210       72236.00  1         
6         0         4         1         24        36        31        212       78584.80  1         
6         0         4         1         25        37        31        216       91282.40  1         
6         0         4         1         26        38        31        210       72236.00  1         
6         0         4         1         27        39        31        215       88108.00  1         
6         0         4         1         28        40        31        216       91282.40  1         
6         0         4         1         29        41        31        211       75410.40  1         
6         0         4         1         30        42        31        213       81759.20  1         
6         0         4         1         31        43        31        214       84933.60  1         
6         0         4         1         32        44        31        202       55565.60  1         
6         0         4         1         33        45        31        209       69061.60  1         
6         0         4         1         34        46        31        223       113503.20 1         
6         0         4         1         35        47        31        200       52391.20  1         
6         0         4         1         36        48        31        215       88108.00  1         
6         0         4         1         37        49        31        214       84933.60  1         
6         0         4         1         38        50        31        217       94456.80  1         
6         0         4         1         39        51        31        214       84933.60  1         
6         0         4         1         40        52        31        200       52391.20  1         
6         0         4         1         41        53        31        216       91282.40  1         
6         0         4         1         42        54        31        211       75410.40  1         
6         0         4         1         43        55        31        217       94456.80  1         
6         0         4         1         44        56        31        214       84933.60  1         
6         0         4         1         45        57        31        212       78584.80  1         
6         0         4         1         46        58        31        217       94456.80  1         
6         0         4         1         47        59        31        219       100805.60 1         
6         0         4         2         0         84        31        213       81759.20  1         
6         0         4         2         1         85        31        211       75410.40  1         
6         0         4         2         2         86        31        211       75410.40  1         
6         0         4         2         3         87        31        210       72236.00  1         
6         0         4         2         4         88        31        215       88108.00  1         
6         0         4         2         5         89        31        210       72236.00  1         
6         0         4         2         6         90        31        216       91282.40  1         
6         0         4         2         7         91        31        212       78584.80  1         
6         0         4         2         8         92        31        217       94456.80  1         
6         0         4         2         9         93        31        213       81759.20  1         
6         0         4         2         10        94        31        201       53978.40  1         
6         0         4         2         11        95        31        212       78584.80  1         
6         0         4         2         12        96        31        212       78584.80  1         
6         0         4         2         13        97        31        211       75410.40  1         
6         0         4         2         14        98        31        219       100805.60 1         
6         0         4         2         15        99        31        208       65887.20  1         
6         0         4         2         16        100       31        219       100805.60 1         
6         0         4         2         17        101       31        198       49216.80  1         
6         0         4         2         18        102       31        214       84933.60  1         
6         0         4         2         19        103       31        210       72236.00  1         
6         0         4         2         20        104       31        203       57152.80  1         
6         0         4         2         21        105       31        199       50804.00  1         
6         0         4         2         22        106       31        208       65887.20  1         
6         0         4         2         23        107       31        207       63501.60  1         
6         0         4         2         24        108       31        218       97631.20  1         
6         0         4         2         25        109       31        210       72236.00  1         
6         0         4         2         26        110       31        212       78584.80  1         
6         0         4         2         27        111       31        214       84933.60  1         
6         0         4         2         28        112       31        213       81759.20  1         
6         0         4         2         30        114       31        221       107154.40 1         
6         0         4         2         31        115       31        209       69061.60  1         
6         0         4         2         32        116       31        208       65887.20  1         
6         0         4         2         33        117       31        209       69061.60  1         
6         0         4         2         34        118       31        216       91282.40  1         
6         0         4         2         35        119       31        210       72236.00  1         
6         0         4         2         36        120       31        204       58740.00  1         
6         0         4         2         38        122       31        200       52391.20  1         
6         0         4         2         39        123       31        208       65887.20  1         
6         0         4         2         40        124       31        204       58740.00  1         
6         0         4         2         41        125       31        210       72236.00  1         
6         0         4         2         42        126       31        216       91282.40  1         
6         0         4         2         43        127       31        211       75410.40  1         
6         0         4         2         44        128       31        213       81759.20  1         
6         0         4         2         45        129       31        215       88108.00  1         
6         0         4         2         46        130       31        213       81759.20  1         
6         0         4         2         47        131       31        212       78584.80  1         
6         0         4         3         0         12        31        209       69061.60  1         
6         0         4         3         1         13        31        213       81759.20  1         
6         0         4         3         2         14        31        213       81759.20  1         
6         0         4         3         3         15        31        217       94456.80  1         
6         0         4         3         4         16        31        209       69061.60  1         
6         0         4         3         5         17        31        214       84933.60  1         
6         0         4         3         6         18        31        219       100805.60 1         
6         0         4         3         8         20        31        206       61914.40  1         
6         0         4         3         9         21        31        184       32168.80  1         
6         0         4         3         10        22        31        208       65887.20  1         
6         0         4         3         11        23        31        212       78584.80  1         
6         0         4         3         12        24        31        215       88108.00  1         
6         0         4         3         13        25        31        217       94456.80  1         
6         0         4         3         14        26        31        217       94456.80  1         
6         0         4         3         15        27        31        217       94456.80  1         
6         0         4         3         16        28        31        209       69061.60  1         
6         0         4         3         17        29        31        219       100805.60 1         
6         0         4         3         19        31        31        220       103980.00 1         
6         0         4         3         20        32        31        211       75410.40  1         
6         0         4         3         21        33        31        216       91282.40  1         
6         0         4         3         22        34        31        210       72236.00  1         
6         0         4         3         23        35        31        211       75410.40  1         
6         0         4         3         24        36        31        213       81759.20  1         
6         0         4         3         25        37        31        211       75410.40  1         
6         0         4         3         26        38        31        213       81759.20  1         
6         0         4         3         27        39        31        215       88108.00  1         
6         0         4         3         28        40        31        219       100805.60 1         
6         0         4         3         29        41        31        219       100805.60 1         
6         0         4         3         30        42        31        216       91282.40  1         
6         0         4         3         31        43        31        219       100805.60 1         
6         0         4         3         32        44        31        204       58740.00  1         
6         0         4         3         33        45        31        209       69061.60  1         
6         0         4         3         34        46        31        209       69061.60  1         
6         0         4         3         35        47        31        202       55565.60  1         
6         0         4         3         36        48        31        210       72236.00  1         
6         0         4         3         37        49        31        205       60327.20  1         
6         0         4         3         38        50        31        209       69061.60  1         
6         0         4         3         39        51        31        207       63501.60  1         
6         0         4         3         40        52        31        209       69061.60  1         
6         0         4         3         41        53        31        213       81759.20  1         
6         0         4         3         42        54        31        217       94456.80  1         
6         0         4         3         43        55        31        215       88108.00  1         
6         0         4         3         44        56        31        212       78584.80  1         
6         0         4         3         45        57        31        214       84933.60  1         
6         0         4         3         46        58        31        216       91282.40  1         
6         0         4         3         47        59        31        209       69061.60  1         
6         0         4         4         0         84        31        209       69061.60  1         
6         0         4         4         1         85        31        213       81759.20  1         
6         0         4         4         2         86        31        214       84933.60  1         
6         0         4         4         3         87        31        209       69061.60  1         
6         0         4         4         4         88        31        213       81759.20  1         
6         0         4         4         5         89        31        205       60327.20  1         
6         0         4         4         6         90        31        212       78584.80  1         
6         0         4         4         7         91        31        212       78584.80  1         
6         0         4         4         8         92        31        208       65887.20  1         
6         0         4         4         9         93        31        212       78584.80  1         
6         0         4         4         10        94        31        203       57152.80  1         
6         0         4         4         11        95        31        218       97631.20  1         
6         0         4         4         12        96        31        207       63501.60  1         
6         0         4         4         13        97        31        210       72236.00  1         
6         0         4         4         14        98        31        214       84933.60  1         
6         0         4         4         15        99        31        209       69061.60  1         
6         0         4         4         16        100       31        214       84933.60  1         
6         0         4         4         17        101       31        211       75410.40  1         
6         0         4         4         18        102       31        207       63501.60  1         
6         0         4         4         19        103       31        195       44455.20  1         
6         0         4         4         20        104       31        211       75410.40  1         
6         0         4         4         21        105       31        210       72236.00  1         
6         0         4         4         22        106       31        217       94456.80  1         
6         0         4         4         23        107       31        213       81759.20  1         
6         0         4         4         24        108       31        210       72236.00  1         
6         0         4         4         25        109       31        203       57152.80  1         
6         0         4         4         26        110       31        210       72236.00  1         
6         0         4         4         27        111       31        203       57152.80  1         
6         0         4         4         28        112       31        208       65887.20  1         
6         0         4         4         30        114       31        211       75410.40  1         
6         0         4         4         31        115       31        204       58740.00  1         
6         0         4         4         32        116       31        212       78584.80  1         
6         0         4         4         33        117       31        206       61914.40  1         
6         0         4         4         34        118       31        211       75410.40  1         
6         0         4         4         35        119       31        205       60327.20  1         
6         0         4         4         36        120       31        209       69061.60  1         
6         0         4         4         38        122       31        203       57152.80  1         
6         0         4         4         39        123       31        211       75410.40  1         
6         0         4         4         40        124       31        208       65887.20  1         
6         0         4         4         41        125       31        209       69061.60  1         
6         0         4         4         42        126       31        207       63501.60  1         
6         0         4         4         43        127       31        217       94456.80  1         
6         0         4         4         44        128       31        212       78584.80  1         
6         0         4         4         45        129       31        216       91282.40  1         
6         0         4         4         46        130       31        210       72236.00  1         
6         0         4         4         47        131       31        212       78584.80  1         
6         0         5         1         0         12        31        200       52391.20  1         
6         0         5         1         1         13        31        211       75410.40  1         
6         0         5         1         2         14        31        211       75410.40  1         
6         0         5         1         3         15        31        210       72236.00  1         
6         0         5         1         4         16        31        212       78584.80  1         
6         0         5         1         5         17        31        217       94456.80  1         
6         0         5         1         6         18        31        209       69061.60  1         
6         0         5         1         7         19        31        209       69061.60  1         
6         0         5         1         8         20        31        210       72236.00  1         
6         0         5         1         9         21        31        208       65887.20  1         
6         0         5         1         10        22        31        212       78584.80  1         
6         0         5         1         11        23        31        221       107154.40 1         
6         0         5         1         12        24        31        221       107154.40 1         
6         0         5         1         13        25        31        220       103980.00 1         
6         0         5         1         14        26        31        210       72236.00  1         
6         0         5         1         15        27        31        210       72236.00  1         
6         0         5         1         16        28        31        211       75410.40  1         
6         0         5         1         17        29        31        220       103980.00 1         
6         0         5         1         18        30        31        213       81759.20  1         
6         0         5         1         19        31        31        201       53978.40  1         
6         0         5         1         20        32        31        212       78584.80  1         
6         0         5         1         21        33        31        209       69061.60  1         
6         0         5         1         22        34        31        213       81759.20  1         
6         0         5         1         23        35        31        210       72236.00  1         
6         0         5         1         24        36        31        212       78584.80  1         
6         0         5         1         25        37        31        216       91282.40  1         
6         0         5         1         26        38        31        210       72236.00  1         
6         0         5         1         27        39        31        215       88108.00  1         
6         0         5         1         28        40        31        216       91282.40  1         
6         0         5         1         29        41        31        211       75410.40  1         
6         0         5         1         30        42        31        213       81759.20  1         
6         0         5         1         31        43        31        214       84933.60  1         
6         0         5         1         32        44        31        202       55565.60  1         
6         0         5         1         33        45        31        209       69061.60  1         
6         0         5         1         34        46        31        223       113503.20 1         
6         0         5         1         35        47        31        200       52391.20  1         
6         0         5         1         36        48        31        215       88108.00  1         
6         0         5         1         37        49        31        214       84933.60  1         
6         0         5         1         38        50        31        217       94456.80  1         
6         0         5         1         39        51        31        214       84933.60  1         
6         0         5         1         40        52        31        200       52391.20  1         
6         0         5         1         41        53        31        216       91282.40  1         
6         0         5         1         42        54        31        211       75410.40  1         
6         0         5         1         43        55        31        217       94456.80  1         
6         0         5         1         44        56        31        214       84933.60  1         
6         0         5         1         45        57        31        212       78584.80  1         
6         0         5         1         46        58        31        217       94456.80  1         
6         0         5         1         47        59        31        219       100805.60 1         
6         0         5         2         0         84        31        213       81759.20  1         
6         0         5         2         1         85        31        211       75410.40  1         
6         0         5         2         2         86        31        211       75410.40  1         
6         0         5         2         3         87        31        210       72236.00  1         
6         0         5         2         4         88        31        215       88108.00  1         
6         0         5         2         5         89        31        210       72236.00  1         
6         0         5         2         6         90        31        216       91282.40  1         
6         0         5         2         7         91        31        212       78584.80  1         
6         0         5         2         8         92        31        218       97631.20  1         
6         0         5         2         9         93        31        213       81759.20  1         
6         0         5         2         10        94        31        201       53978.40  1         
6         0         5         2         11        95        31        212       78584.80  1         
6         0         5         2         12        96        31        212       78584.80  1         
6         0         5         2         13        97        31        211       75410.40  1         
6         0         5         2         14        98        31        219       100805.60 1         
6         0         5         2         15        99        31        209       69061.60  1         
6         0         5         2         16        100       31        219       100805.60 1         
6         0         5         2         17        101       31        198       49216.80  1         
6         0         5         2         18        102       31        214       84933.60  1         
6         0         5         2         19        103       31        211       75410.40  1         
6         0         5         2         20        104       31        204       58740.00  1         
6         0         5         2         21        105       31        199       50804.00  1         
6         0         5         2         22        106       31        208       65887.20  1         
6         0         5         2         23        107       31        207       63501.60  1         
6         0         5         2         24        108       31        219       100805.60 1         
6         0         5         2         25        109       31        210       72236.00  1         
6         0         5         2         26        110       31        212       78584.80  1         
6         0         5         2         27        111       31        214       84933.60  1         
6         0         5         2         28        112       31        213       81759.20  1         
6         0         5         2         30        114       31        221       107154.40 1         
6         0         5         2         31        115       31        209       69061.60  1         
6         0         5         2         32        116       31        208       65887.20  1         
6         0         5         2         33        117       31        209       69061.60  1         
6         0         5         2         34        118       31        216       91282.40  1         
6         0         5         2         35        119       31        210       72236.00  1         
6         0         5         2         36        120       31        205       60327.20  1         
6         0         5         2         38        122       31        200       52391.20  1         
6         0         5         2         39        123       31        208       65887.20  1         
6         0         5         2         40        124       31        204       58740.00  1         
6         0         5         2         41        125       31        210       72236.00  1         
6         0         5         2         42        126       31        217       94456.80  1         
6         0         5         2         43        127       31        211       75410.40  1         
6         0         5         2         44        128       31        213       81759.20  1         
6         0         5         2         45        129       31        215       88108.00  1         
6         0         5         2         46        130       31        213       81759.20  1         
6         0         5         2         47        131       31        212       78584.80  1         
6         0         5         3         0         12        31        209       69061.60  1         
6         0         5         3         1         13        31        213       81759.20  1         
6         0         5         3         2         14        31        214       84933.60  1         
6         0         5         3         3         15        31        217       94456.80  1         
6         0         5         3         4         16        31        210       72236.00  1         
6         0         5         3         5         17        31        214       84933.60  1         
6         0         5         3         6         18        31        219       100805.60 1         
6         0         5         3         8         20        31        206       61914.40  1         
6         0         5         3         9         21        31        185       33393.60  1         
6         0         5         3         10        22        31        208       65887.20  1         
6         0         5         3         11        23        31        212       78584.80  1         
6         0         5         3         12        24        31        215       88108.00  1         
6         0         5         3         13        25        31        217       94456.80  1         
6         0         5         3         14        26        31        217       94456.80  1         
6         0         5         3         15        27        31        217       94456.80  1         
6         0         5         3         16        28        31        210       72236.00  1         
6         0         5         3         17        29        31        219       100805.60 1         
6         0         5         3         19        31        31        220       103980.00 1         
6         0         5         3         20        32        31        211       75410.40  1         
6         0         5         3         21        33        31        216       91282.40  1         
6         0         5         3         22        34        31        210       72236.00  1         
6         0         5         3         23        35        31        211       75410.40  1         
6         0         5         3         24        36        31        213       81759.20  1         
6         0         5         3         25        37        31        211       75410.40  1         
6         0         5         3         26        38        31        213       81759.20  1         
6         0         5         3         27        39        31        215       88108.00  1         
6         0         5         3         28        40        31        219       100805.60 1         
6         0         5         3         29        41        31        219       100805.60 1         
6         0         5         3         30        42        31        216       91282.40  1         
6         0         5         3         31        43        31        219       100805.60 1         
6         0         5         3         32        44        31        205       60327.20  1         
6         0         5         3         33        45        31        209       69061.60  1         
6         0         5         3         34        46        31        210       72236.00  1         
6         0         5         3         35        47        31        202       55565.60  1         
6         0         5         3         36        48        31        211       75410.40  1         
6         0         5         3         37        49        31        205       60327.20  1         
6         0         5         3         38        50        31        209       69061.60  1         
6         0         5         3         39        51        31        208       65887.20  1         
6         0         5         3         40        52        31        210       72236.00  1         
6         0         5         3         41        53        31        213       81759.20  1         
6         0         5         3         42        54        31        217       94456.80  1         
6         0         5         3         43        55        31        215       88108.00  1         
6         0         5         3         44        56        31        212       78584.80  1         
6         0         5         3         45        57        31        214       84933.60  1         
6         0         5         3         46        58        31        217       94456.80  1         
6         0         5         3         47        59        31        209       69061.60  1         
6         0         5         4         0         84        31        209       69061.60  1         
6         0         5         4         1         85        31        213       81759.20  1         
6         0         5         4         2         86        31        214       84933.60  1         
6         0         5         4         3         87        31        209       69061.60  1         
6         0         5         4         4         88        31        213       81759.20  1         
6         0         5         4         5         89        31        205       60327.20  1         
6         0         5         4         6         90        31        212       78584.80  1         
6         0         5         4         7         91        31        212       78584.80  1         
6         0         5         4         8         92        31        208       65887.20  1         
6         0         5         4         9         93        31        213       81759.20  1         
6         0         5         4         10        94        31        203       57152.80  1         
6         0         5         4         11        95        31        218       97631.20  1         
6         0         5         4         12        96        31        207       63501.60  1         
6         0         5         4         13        97        31        211       75410.40  1         
6         0         5         4         14        98        31        214       84933.60  1         
6         0         5         4         15        99        31        209       69061.60  1         
6         0         5         4         16        100       31        214       84933.60  1         
6         0         5         4         17        101       31        211       75410.40  1         
6         0         5         4         18        102       31        207       63501.60  1         
6         0         5         4         19        103       31        195       44455.20  1         
6         0         5         4         20        104       31        211       75410.40  1         
6         0         5         4         21        105       31        210       72236.00  1         
6         0         5         4         22        106       31        217       94456.80  1         
6         0         5         4         23        107       31        213       81759.20  1         
6         0         5         4         24        108       31        210       72236.00  1         
6         0         5         4         25        109       31        203       57152.80  1         
6         0         5         4         26        110       31        211       75410.40  1         
6         0         5         4         27        111       31        203       57152.80  1         
6         0         5         4         28        112       31        209       69061.60  1         
6         0         5         4         30        114       31        210       72236.00  1         
6         0         5         4         31        115       31        204       58740.00  1         
6         0         5         4         32        116       31        211       75410.40  1         
6         0         5         4         33        117       31        206       61914.40  1         
6         0         5         4         34        118       31        211       75410.40  1         
6         0         5         4         35        119       31        205       60327.20  1         
6         0         5         4         36        120       31        209       69061.60  1         
6         0         5         4         38        122       31        204       58740.00  1         
6         0         5         4         39        123       31        211       75410.40  1         
6         0         5         4         40        124       31        208       65887.20  1         
6         0         5         4         41        125       31        210       72236.00  1         
6         0         5         4         42        126       31        207       63501.60  1         
6         0         5         4         43        127       31        217       94456.80  1         
6         0         5         4         44        128       31        212       78584.80  1         
6         0         5         4         45        129       31        216       91282.40  1         
6         0         5         4         46        130       31        210       72236.00  1         
6         0         5         4         47        131       31        212       78584.80  1         
6         0         6         1         0         12        31        200       52391.20  1         
6         0         6         1         1         13        31        211       75410.40  1         
6         0         6         1         2         14        31        211       75410.40  1         
6         0         6         1         3         15        31        210       72236.00  1         
6         0         6         1         4         16        31        212       78584.80  1         
6         0         6         1         5         17        31        216       91282.40  1         
6         0         6         1         6         18        31        209       69061.60  1         
6         0         6         1         7         19        31        208       65887.20  1         
6         0         6         1         8         20        31        210       72236.00  1         
6         0         6         1         9         21        31        207       63501.60  1         
6         0         6         1         10        22        31        212       78584.80  1         
6         0         6         1         11        23        31        220       103980.00 1         
6         0         6         1         12        24        31        221       107154.40 1         
6         0         6         1         13        25        31        220       103980.00 1         
6         0         6         1         14        26        31        210       72236.00  1         
6         0         6         1         15        27        31        210       72236.00  1         
6         0         6         1         16        28        31        211       75410.40  1         
6         0         6         1         17        29        31        219       100805.60 1         
6         0         6         1         18        30        31        213       81759.20  1         
6         0         6         1         19        31        31        201       53978.40  1         
6         0         6         1         20        32        31        211       75410.40  1         
6         0         6         1         21        33        31        209       69061.60  1         
6         0         6         1         22        34        31        213       81759.20  1         
6         0         6         1         23        35        31        210       72236.00  1         
6         0         6         1         24        36        31        212       78584.80  1         
6         0         6         1         25        37        31        216       91282.40  1         
6         0         6         1         26        38        31        210       72236.00  1         
6         0         6         1         27        39        31        215       88108.00  1         
6         0         6         1         28        40        31        215       88108.00  1         
6         0         6         1         29        41        31        211       75410.40  1         
6         0         6         1         30        42        31        213       81759.20  1         
6         0         6         1         31        43        31        214       84933.60  1         
6         0         6         1         32        44        31        201       53978.40  1         
6         0         6         1         33        45        31        209       69061.60  1         
6         0         6         1         34        46        31        223       113503.20 1         
6         0         6         1         35        47        31        200       52391.20  1         
6         0         6         1         36        48        31        215       88108.00  1         
6         0         6         1         37        49        31        214       84933.60  1         
6         0         6         1         38        50        31        217       94456.80  1         
6         0         6         1         39        51        31        213       81759.20  1         
6         0         6         1         40        52        31        200       52391.20  1         
6         0         6         1         41        53        31        216       91282.40  1         
6         0         6         1         42        54        31        211       75410.40  1         
6         0         6         1         43        55        31        217       94456.80  1         
6         0         6         1         44        56        31        214       84933.60  1         
6         0         6         1         45        57        31        212       78584.80  1         
6         0         6         1         46        58        31        217       94456.80  1         
6         0         6         1         47        59        31        219       100805.60 1         
6         0         6         2         0         84        31        213       81759.20  1         
6         0         6         2         1         85        31        211       75410.40  1         
6         0         6         2         2         86        31        211       75410.40  1         
6         0         6         2         3         87        31        210       72236.00  1         
6         0         6         2         4         88        31        214       84933.60  1         
6         0         6         2         5         89        31        209       69061.60  1         
6         0         6         2         6         90        31        215       88108.00  1         
6         0         6         2         7         91        31        212       78584.80  1         
6         0         6         2         8         92        31        217       94456.80  1         
6         0         6         2         9         93        31        213       81759.20  1         
6         0         6         2         10        94        31        201       53978.40  1         
6         0         6         2         11        95        31        212       78584.80  1         
6         0         6         2         12        96        31        212       78584.80  1         
6         0         6         2         13        97        31        210       72236.00  1         
6         0         6         2         14        98        31        219       100805.60 1         
6         0         6         2         15        99        31        208       65887.20  1         
6         0         6         2         16        100       31        219       100805.60 1         
6         0         6         2         17        101       31        198       49216.80  1         
6         0         6         2         18        102       31        213       81759.20  1         
6         0         6         2         19        103       31        210       72236.00  1         
6         0         6         2         20        104       31        203       57152.80  1         
6         0         6         2         21        105       31        199       50804.00  1         
6         0         6         2         22        106       31        208       65887.20  1         
6         0         6         2         23        107       31        207       63501.60  1         
6         0         6         2         24        108       31        218       97631.20  1         
6         0         6         2         25        109       31        210       72236.00  1         
6         0         6         2         26        110       31        211       75410.40  1         
6         0         6         2         27        111       31        214       84933.60  1         
6         0         6         2         28        112       31        213       81759.20  1         
6         0         6         2         30        114       31        221       107154.40 1         
6         0         6         2         31        115       31        209       69061.60  1         
6         0         6         2         32        116       31        208       65887.20  1         
6         0         6         2         33        117       31        209       69061.60  1         
6         0         6         2         34        118       31        216       91282.40  1         
6         0         6         2         35        119       31        210       72236.00  1         
6         0         6         2         36        120       31        204       58740.00  1         
6         0         6         2         38        122       31        200       52391.20  1         
6         0         6         2         39        123       31        208       65887.20  1         
6         0         6         2         40        124       31        204       58740.00  1         
6         0         6         2         41        125       31        210       72236.00  1         
6         0         6         2         42        126       31        216       91282.40  1         
6         0         6         2         43        127       31        211       75410.40  1         
6         0         6         2         44        128       31        213       81759.20  1         
6         0         6         2         45        129       31        215       88108.00  1         
6         0         6         2         46        130       31        212       78584.80  1         
6         0         6         2         47        131       31        212       78584.80  1         
6         0         6         3         0         12        31        208       65887.20  1         
6         0         6         3         1         13        31        212       78584.80  1         
6         0         6         3         2         14        31        213       81759.20  1         
6         0         6         3         3         15        31        216       91282.40  1         
6         0         6         3         4         16        31        209       69061.60  1         
6         0         6         3         5         17        31        213       81759.20  1         
6         0         6         3         6         18        31        218       97631.20  1         
6         0         6         3         8         20        31        205       60327.20  1         
6         0         6         3         9         21        31        183       31375.20  1         
6         0         6         3         10        22        31        207       63501.60  1         
6         0         6         3         11        23        31        211       75410.40  1         
6         0         6         3         12        24        31        214       84933.60  1         
6         0         6         3         13        25        31        216       91282.40  1         
6         0         6         3         14        26        31        216       91282.40  1         
6         0         6         3         15        27        31        216       91282.40  1         
6         0         6         3         16        28        31        209       69061.60  1         
6         0         6         3         17        29        31        218       97631.20  1         
6         0         6         3         19        31        31        220       103980.00 1         
6         0         6         3         20        32        31        210       72236.00  1         
6         0         6         3         21        33        31        215       88108.00  1         
6         0         6         3         22        34        31        209       69061.60  1         
6         0         6         3         23        35        31        211       75410.40  1         
6         0         6         3         24        36        31        212       78584.80  1         
6         0         6         3         25        37        31        210       72236.00  1         
6         0         6         3         26        38        31        212       78584.80  1         
6         0         6         3         27        39        31        214       84933.60  1         
6         0         6         3         28        40        31        218       97631.20  1         
6         0         6         3         29        41        31        218       97631.20  1         
6         0         6         3         30        42        31        216       91282.40  1         
6         0         6         3         31        43        31        219       100805.60 1         
6         0         6         3         32        44        31        203       57152.80  1         
6         0         6         3         33        45        31        208       65887.20  1         
6         0         6         3         34        46        31        209       69061.60  1         
6         0         6         3         35        47        31        201       53978.40  1         
6         0         6         3         36        48        31        210       72236.00  1         
6         0         6         3         37        49        31        204       58740.00  1         
6         0         6         3         38        50        31        208       65887.20  1         
6         0         6         3         39        51        31        206       61914.40  1         
6         0         6         3         40        52        31        209       69061.60  1         
6         0         6         3         41        53        31        212       78584.80  1         
6         0         6         3         42        54        31        216       91282.40  1         
6         0         6         3         43        55        31        214       84933.60  1         
6         0         6         3         44        56        31        211       75410.40  1         
6         0         6         3         45        57        31        213       81759.20  1         
6         0         6         3         46        58        31        216       91282.40  1         
6         0         6         3         47        59        31        209       69061.60  1         
6         0         6         4         0         84        31        207       63501.60  1         
6         0         6         4         1         85        31        213       81759.20  1         
6         0         6         4         2         86        31        213       81759.20  1         
6         0         6         4         3         87        31        208       65887.20  1         
6         0         6         4         4         88        31        213       81759.20  1         
6         0         6         4         5         89        31        205       60327.20  1         
6         0         6         4         6         90        31        211       75410.40  1         
6         0         6         4         7         91        31        211       75410.40  1         
6         0         6         4         8         92        31        207       63501.60  1         
6         0         6         4         9         93        31        212       78584.80  1         
6         0         6         4         10        94        31        202       55565.60  1         
6         0         6         4         11        95        31        217       94456.80  1         
6         0         6         4         12        96        31        206       61914.40  1         
6         0         6         4         13        97        31        210       72236.00  1         
6         0         6         4         14        98        31        213       81759.20  1         
6         0         6         4         15        99        31        208       65887.20  1         
6         0         6         4         16        100       31        214       84933.60  1         
6         0         6         4         17        101       31        211       75410.40  1         
6         0         6         4         18        102       31        205       60327.20  1         
6         0         6         4         19        103       31        194       42868.00  1         
6         0         6         4         20        104       31        210       72236.00  1         
6         0         6         4         21        105       31        210       72236.00  1         
6         0         6         4         22        106       31        216       91282.40  1         
6         0         6         4         23        107       31        212       78584.80  1         
6         0         6         4         24        108       31        210       72236.00  1         
6         0         6         4         25        109       31        202       55565.60  1         
6         0         6         4         26        110       31        210       72236.00  1         
6         0         6         4         27        111       31        202       55565.60  1         
6         0         6         4         28        112       31        207       63501.60  1         
6         0         6         4         30        114       31        210       72236.00  1         
6         0         6         4         31        115       31        203       57152.80  1         
6         0         6         4         32        116       31        211       75410.40  1         
6         0         6         4         33        117       31        205       60327.20  1         
6         0         6         4         34        118       31        210       72236.00  1         
6         0         6         4         35        119       31        204       58740.00  1         
6         0         6         4         36        120       31        208       65887.20  1         
6         0         6         4         38        122       31        202       55565.60  1         
6         0         6         4         39        123       31        210       72236.00  1         
6         0         6         4         40        124       31        207       63501.60  1         
6         0         6         4         41        125       31        209       69061.60  1         
6         0         6         4         42        126       31        206       61914.40  1         
6         0         6         4         43        127       31        216       91282.40  1         
6         0         6         4         44        128       31        211       75410.40  1         
6         0         6         4         45        129       31        215       88108.00  1         
6         0         6         4         46        130       31        210       72236.00  1         
6         0         6         4         47        131       31        212       78584.80  1         
